Конькове;село;Донецька обл.
Іванівка;село;Донецька обл.
Калініне;село;Донецька обл.
Октябрське;село;Донецька обл.
Самсонове;село;Донецька обл.
"Кузнецово-
Михайлівка";село;Донецька обл.
Котляревське;село;Донецька обл.
Лукове;село;Донецька обл.
Григорівка;село;Донецька обл.
Запорожець;село;Донецька обл.
Каплани;село;Донецька обл.
Миколаївка;село;Донецька обл.
Петрівське;село;Донецька обл.
Тавричеське;село;Донецька обл.
Шевченко;село;Донецька обл.
Михайлівка;село;Донецька обл.
"Греково-
Олександрівка";село;Донецька обл.
Зелений Гай;село;Донецька обл.
Зорі;село;Донецька обл.
Новоолександрівка;село;Донецька обл.
Радянське;село;Донецька обл.
Садки;село;Донецька обл.
Тернівка;село;Донецька обл.
Мічуріне;село;Донецька обл.
Богданівка;село;Донецька обл.
Вершинівка;село;Донецька обл.
Красний Октябр;село;Донецька обл.
Нова Мар'ївка;село;Донецька обл.
Октябрське;село;Донецька обл.
Первомайське;село;Донецька обл.
Розівка;село;Донецька обл.
Новоселівка;село;Донецька обл.
Запорізьке;село;Донецька обл.
Кам'янка;село;Донецька обл.
Маловодне;селище;Донецька обл.
Новоселівка Друга;село;Донецька обл.
Степанівка;село;Донецька обл.
Первомайське;село;Донецька обл.
Воля;село;Донецька обл.
Черевківське;село;Донецька обл.
Свободне;село;Донецька обл.
Дерсове;село;Донецька обл.
Чумак;село;Донецька обл.
Старогнатівка;село;Донецька обл.
Новогригорівка;село;Донецька обл.
Староласпа;село;Донецька обл.
Біла Кам'янка;село;Донецька обл.
Новоласпа;село;Донецька обл.
Велика Шишівка;село;Донецька обл.
Тернове;село;Донецька обл.
Шапошникове;село;Донецька обл.
Грабове;село;Донецька обл.
Балочне;селище;Донецька обл.
Рівне;село;Донецька обл.
Дмитрівка;село;Донецька обл.
Верхній Кут;село;Донецька обл.
Дібрівка;село;Донецька обл.
Зрубне;село;Донецька обл.
Кожевня;селище;Донецька обл.
Латишеве;село;Донецька обл.
Передерієве;село;Донецька обл.
Розсипне;село;Донецька обл.
Чугуно-Крепинка;село;Донецька обл.
Золотарівка;село;Донецька обл.
Дубівка;село;Донецька обл.
Новомиколаївка;село;Донецька обл.
Новопелагіївка;село;Донецька обл.
Малоорлівка;село;Донецька обл.
Комишатка;село;Донецька обл.
Новоорлівка;село;Донецька обл.
Славне;селище;Донецька обл.
Шевченко;село;Донецька обл.
Мануйлівка;село;Донецька обл.
Петрівське;село;Донецька обл.
Нікішине;село;Донецька обл.
Веселе;село;Донецька обл.
Круглик;село;Донецька обл.
Кумшацьке;селище;Донецька обл.
Рідкодуб;селище;Донецька обл.
Орлово-Іванівка;село;Донецька обл.
Михайлівка;село;Донецька обл.
Степне;селище;Донецька обл.
Петропавлівка;село;Донецька обл.
Красний Луч;село;Донецька обл.
Польове;селище;Донецька обл.
Стіжкове;село;Донецька обл.
Розсипне;село;Донецька обл.
Димитрова;село;Донецька обл.
Стрюкове;село;Донецька обл.
Тимофіївка;село;Донецька обл.
Розівка;село;Донецька обл.
Шевченко;село;Донецька обл.
Садове;селище;Донецька обл.
Зарощенське;селище;Донецька обл.
Захарченко;селище;Донецька обл.
Зачатівка;селище;Донецька обл.
Молодецьке;селище;Донецька обл.
Степанівка;село;Донецька обл.
Маринівка;село;Донецька обл.
Саурівка;село;Донецька обл.
Тарани;село;Донецька обл.
Червона Зоря;село;Донецька обл.
Верхньоторецьке;селище міського типу;Донецька обл.
Василівка;село;Донецька обл.
Красний Партизан;селище;Донецька обл.
Троїцьке;село;Донецька обл.
Желанне;селище міського типу;Донецька обл.
Восход;селище;Донецька обл.
Керамік;селище міського типу;Донецька обл.
Очеретине;селище міського типу;Донецька обл.
Красногорівка;село;Донецька обл.
Веселе;село;Донецька обл.
Кам'янка;селище;Донецька обл.
Новоселівка Друга;село;Донецька обл.
Новобахмутівка;село;Донецька обл.
Новоселівка Перша;село;Донецька обл.
Межове;село;Донецька обл.
Новопокровське;село;Донецька обл.
Скучне;село;Донецька обл.
Орлівка;село;Донецька обл.
Бердичі;село;Донецька обл.
Ласточкине;селище;Донецька обл.
Петрівське;селище;Донецька обл.
Семенівка;село;Донецька обл.
Тоненьке;село;Донецька обл.
Уманське;село;Донецька обл.
Яснобродівка;село;Донецька обл.
Первомайське;село;Донецька обл.
Невельське;селище;Донецька обл.
Нетайлове;село;Донецька обл.
Піски;селище;Донецька обл.
Водяне;село;Донецька обл.
Лозове;селище;Донецька обл.
Сєверне;селище;Донецька обл.
Розівка;село;Донецька обл.
Новоселівка;село;Донецька обл.
Пантелеймонівка;село;Донецька обл.
Соловйове;село;Донецька обл.
Архангельське;село;Донецька обл.
Новобахмутівка;село;Донецька обл.
Новокалинове;село;Донецька обл.
Сокіл;село;Донецька обл.
Спартак;село;Донецька обл.
Веселе;село;Донецька обл.
Каштанове;селище;Донецька обл.
Крута Балка;селище;Донецька обл.
Мінеральне;селище;Донецька обл.
Опитне;селище;Донецька обл.
Яковлівка;село;Донецька обл.
Мар'їнське;село;Донецька обл.
Греково-Зайцеве;село;Донецька обл.
Катеринівка;село;Донецька обл.
"c-ще першого
відділку радгоспу
""Богатир""";селище;Донецька обл.
"с-ще першого
відділку радгоспу
""Перебудова""";селище;Донецька обл.
"с-ще другого відділку
зернорадгоспу
""Богатир""";селище;Донецька обл.
"с-ще другого відділку
радгоспу ""Керменчик""";селище;Донецька обл.
"c-ще першої дільниці
радгоспу ""Макстрой""";селище;Донецька обл.
"с-ще
Новоамвросіївського
цементного заводу";селище;Донецька обл.
"с-ще другої дільниці
радгоспу ""Макстрой""";селище;Донецька обл.
Ворошиловка;село;Донецька обл.
"с-ще першого
відділку радгоспу
""Керменчик""";селище;Донецька обл.
Яма;місто;Донецька обл.
"с-ще першого
відділку радгоспу
""Волноваський""";село;Донецька обл.
"с-ще Ждановського
рудоуправління";селище;Донецька обл.
"Шахти ""Родинська
№2""";селище;Донецька обл.
"с-ще четвертого
відділку радгоспу
""Бахчовик""";селище;Донецька обл.
"c-ще школи
механізації сільського
господарства";селище;Донецька обл.
"с-ще
Держлісопитомника";селище;Донецька обл.
Сталінське;село;Донецька обл.
Ворошилове Перше;село;Донецька обл.
Краснопілля;село;Донецька обл.
"с-ще залізничної
станції Менчугове";селище;Донецька обл.
Сталінське;село;Донецька обл.
с-ще Роз`їзд №16;селище;Донецька обл.
"с-ще Шевченківського
цегельного заводу";селище;Донецька обл.
"с-ще радгоспу ім.
Першого Травня";селище;Донецька обл.
"с-ще радгоспу ім.
Чкалова";селище;Донецька обл.
Кодема;село;Донецька обл.
Металіст;селище;Донецька обл.
"с-ще другого відділку
радгоспу ""Бахчовик""";селище;Донецька обл.
"с-ще першого
відділку радгоспу
""Бахчовик""";селище;Донецька обл.
Артема;село;Донецька обл.
Олександрівка;село;Донецька обл.
"с-ще Каранського
кар`єроуправління";селище;Донецька обл.
Сталінське;село;Донецька обл.
"с-ще залізничної
станції Віролюбівка";селище;Донецька обл.
"с-ще підсобного
господарства Часово-
Ярського
рудоуправління";селище;Донецька обл.
"с-ще третьої дільниці
радгоспу ім. Артема";селище;Донецька обл.
"с-ще радгоспу ""Гірник
№2""";селище;Донецька обл.
Аварійне;село;Донецька обл.
"с-ще Донецького
рибного комбінату";селище;Донецька обл.
Белбасівка;селище міського типу;Донецька обл.
Першотравневе;селище міського типу;Донецька обл.
Мелекине;село;Донецька обл.
Лісівка;село;Донецька обл.
"с-ще тваринницької
дільниці радгоспу
""Портовський""";селище;Донецька обл.
Баннівське;селище міського типу;Донецька обл.
"с-ще першого
відділку
зернорадгоспу
""Шахтар""";селище;Донецька обл.
Білогорівка;село;Донецька обл.
"с-ще шахти ""Контарна
№2""";селище;Донецька обл.
Скотувата;селище міського типу;Донецька обл.
с-ще шахти №4/9;селище;Донецька обл.
с-ще шахти №40;селище;Донецька обл.
"с-ще Стіжківської
групи шахт";селище;Донецька обл.
"с-ще четвертої
дільниці радгоспу
""Шахтарський""";селище;Донецька обл.
Добровілля;село;Донецька обл.
"с-ще радгоспу
""Оленівський""";село;Донецька обл.
"с-ще ферми №2
радгоспу ""Більшовик""";селище;Донецька обл.
"с-ще четвертого
відділку радгоспу
""Оленівський""";село;Донецька обл.
"с-ще Керамічного
заводу №25";селище;Донецька обл.
"с-ще другого відділку
радгоспу ""Гірник № 1""";селище;Донецька обл.
"с-ще другого відділку
радгоспу ""Петрівка
№6""";селище;Донецька обл.
"с-ще п'ятого відділку
радгоспу ""Петрівка
№6""";селище;Донецька обл.
"с-ще третього
відділку радгоспу ім.
Паризької Комуни";селище;Донецька обл.
"с-ще радгоспу імені
Мічуріна";селище;Донецька обл.
Жданове;селище;Донецька обл.
Карло-Лібкнехтівськ;місто;Донецька обл.
Артема;місто;Донецька обл.
"с-ще шахти ""Південна""";селище;Донецька обл.
Кірова;селище міського типу;Донецька обл.
"с-ще радгоспу ім.
Ворошилова";селище;Донецька обл.
Світлодарськe;селище міського типу;Донецька обл.
Юних Комунарів;селище міського типу;Донецька обл.
"Булавинського
шахтоуправління №2";селище;Донецька обл.
Карла Маркса;селище міського типу;Донецька обл.
Мікояна;селище;Донецька обл.
"с-ще шахти
""Кіровська Крута""";селище;Донецька обл.
Вугільник;село;Донецька обл.
"с-ще Монаховського
кар`єру";селище;Донецька обл.
Жданов;місто;Донецька обл.
Приморське;селище міського типу;Донецька обл.
Соцгородок;селище міського типу;Донецька обл.
Лісівка;селище міського типу;Донецька обл.
"Шахти ""Ремівська
Східна""";селище;Донецька обл.
"Шахти ""Закарпатська-
Комсомольська""";селище;Донецька обл.
Заможне;село;Донецька обл.
"с-ще Азовського
лісництва";селище;Донецька обл.
Темрюк;село;Донецька обл.
Іванченкове;село;Донецька обл.
Куйбишеве;село;Донецька обл.
Жовтневе;село;Донецька обл.
Михайлівка;село;Донецька обл.
"с-ще радгоспу ""
Самарські Ставки""";селище;Донецька обл.
"с-ще першого
відділку радгоспу № 2";селище;Донецька обл.
"с-ще другого відділку
радгоспу № 2";селище;Донецька обл.
"с-ще радгоспу ""
Диктатура
Пролетаріату""";селище;Донецька обл.
Червоне;село;Донецька обл.
"с-ще Алебастрового
комбінату";селище;Донецька обл.
"с-ще третього
відділку радгоспу
""Шахтар""";селище;Донецька обл.
Ворошиловка;село;Донецька обл.
Григорівка;село;Донецька обл.
Роз`їзд Кічіксу;село;Донецька обл.
Веселе;село;Донецька обл.
"с-ще шахти "" Водяна
№ 1""";селище;Донецька обл.
"с-ще
Красноармійської
групи шахт";селище;Донецька обл.
"с-ще шахти ""Білицька""";селище;Донецька обл.
"с-ще радгоспу ""
Ставки""";селище;Донецька обл.
Ферма Ведмежа;село;Донецька обл.
Новий Багатир;село;Донецька обл.
Новоселівка;село;Донецька обл.
Андріївка;село;Донецька обл.
"с-ще радгоспу ім. XVIII
партз`їзду";селище;Донецька обл.
с-ще радгоспу № 2;селище;Донецька обл.
"с-ще шостого відділку
радгоспу ім. Горького";селище;Донецька обл.
Левшинове;селище;Донецька обл.
Ворошиловка;село;Донецька обл.
"с-ще радгоспу
""Артемівський""";селище;Донецька обл.
Орлівське;село;Донецька обл.
Новохопрове;село;Донецька обл.
Котлярівське;село;Донецька обл.
"с-ще шахти
""Добропілля №3""";селище;Донецька обл.
Кірова;селище міського типу;Донецька обл.
Приморське;село;Донецька обл.
Слов`яногірськ;місто;Донецька обл.
Закаблуківка;село;Донецька обл.
"с-ще радгоспу
""Шахтарський""";селище;Донецька обл.
"радгосп ""Самарські
Ставки""";селище;Донецька обл.
"с-ще другого відділку
радгоспу ім.
Паризької Комуни";селище;Донецька обл.
Сільгоспбаза;селище;Донецька обл.
Шахти ім. Дімітрова;селище міського типу;Донецька обл.
Красноармійське;місто;Донецька обл.
Шахти №1;селище міського типу;Донецька обл.
Чистякове;місто;Донецька обл.
Щербина;село;Донецька обл.
Новоазовське;селище міського типу;Донецька обл.
"с-ще другого відділку
радгоспу ім. Артема";селище;Донецька обл.
"с-ще третього
відділку № 2";селище;Донецька обл.
"с-ще радгоспу
""Спірний""";селище;Донецька обл.
"с-ще радгоспу
""Ударник""";селище;Донецька обл.
Ворошиловка;село;Донецька обл.
Новоолександрівка;село;Донецька обл.
"с-ще третього
відділку радгоспу
""Бахчовик""";селище;Донецька обл.
Добровілля;село;Донецька обл.
Бріт;село;Донецька обл.
"с-ще радгоспу ім.
Паризької Комуни";селище;Донецька обл.
Бахмут;місто;Донецька обл.
Калинівка;селище;Донецька обл.
Свято-Покровське;село;Донецька обл.
Воздвиженка;село;Донецька обл.
Мирне;село;Донецька обл.
Благодатне;селище;Донецька обл.
Керменчик;селище;Донецька обл.
Зірка;село;Донецька обл.
Діанівка;село;Донецька обл.
Стрітенка;село;Донецька обл.
Петрівка;село;Донецька обл.
Нікольське;селище міського типу;Донецька обл.
Келерівка;село;Донецька обл.
Криничне;село;Донецька обл.
Торецьк;місто;Донецька обл.
Дачне;селище;Донецька обл.
Озарянівка;селище;Донецька обл.
Надія;село;Донецька обл.
Мирне;село;Донецька обл.
Петрівка;село;Донецька обл.
Весна;село;Донецька обл.
Софіївка;село;Донецька обл.
Іллінівка;село;Донецька обл.
Калинівка;село;Донецька обл.
Молодецьке;село;Донецька обл.
Григорівка;село;Донецька обл.
Лиман;місто;Донецька обл.
Федорівка;село;Донецька обл.
Мирне;селище;Донецька обл.
Озерне;село;Донецька обл.
Зарічне;селище міського типу;Донецька обл.
Українка;село;Донецька обл.
Сонячне;село;Донецька обл.
Шахове;село;Донецька обл.
Юр'ївка;село;Донецька обл.
Малинівка;село;Донецька обл.
Хромове;селище;Донецька обл.
Дебальцівське;село;Донецька обл.
Іванівське;село;Донецька обл.
Графське;селище міського типу;Донецька обл.
Новоапостолівка;село;Донецька обл.
Нова Оленівка;селище;Донецька обл.
Темрюк;село;Донецька обл.
Залізне;місто;Донецька обл.
Північне;селище міського типу;Донецька обл.
Південне;селище міського типу;Донецька обл.
Нове Шахове;село;Донецька обл.
Дружківське;село;Донецька обл.
Довга Балка;селище;Донецька обл.
Стара Миколаївка;село;Донецька обл.
Котлине;селище;Донецька обл.
Сонцівка;село;Донецька обл.
Горіхове;село;Донецька обл.
Костянтинопольське;село;Донецька обл.
Приміське;село;Донецька обл.
Степове;селище;Донецька обл.
Олександропіль;село;Донецька обл.
Пазено;село;Донецька обл.
Калинове;село;Донецька обл.
Покровське;село;Донецька обл.
Новоселівка;село;Донецька обл.
Маячка;село;Донецька обл.
Копані;селище міського типу;Донецька обл.
Верхньоосикове;селище;Донецька обл.
Калинове;селище;Донецька обл.
Верхньоєланчик;село;Донецька обл.
Садове;село;Донецька обл.
Вільхівчик;село;Донецька обл.
Бунге;місто;Донецька обл.
Софіївка;селище міського типу;Донецька обл.
Кринички;село;Донецька обл.
Хрестівка;місто;Донецька обл.
Холодне;селище міського типу;Донецька обл.
Липське;селище міського типу;Донецька обл.
П'ятипілля;селище міського типу;Донецька обл.
Кисличе;село;Донецька обл.
Азов;село;Донецька обл.
Хрещатицьке;село;Донецька обл.
Ужівка;село;Донецька обл.
Верхньошироківське;село;Донецька обл.
Олександрівське;село;Донецька обл.
Балка;селище;Донецька обл.
Кам'яне;село;Донецька обл.
Верхокам'янка;село;Донецька обл.
Манжиків Кут;селище;Донецька обл.
Верезамське;селище;Донецька обл.
Кальміуське;місто;Донецька обл.
Сарабаш;село;Донецька обл.
Любівка;село;Донецька обл.
Бойківське;селище міського типу;Донецька обл.
Білокриничне;село;Донецька обл.
Майорове;село;Донецька обл.
Олександрівське;село;Донецька обл.
Чирилянське;село;Донецька обл.
Лавринове;село;Донецька обл.
Благодатне;селище міського типу;Донецька обл.
Відродження;село;Донецька обл.
Бетманове;селище;Донецька обл.
Мирноград;місто;Донецька обл.
Покровськ;місто;Донецька обл.
Ступакове;селище;Донецька обл.
Пікузи;село;Донецька обл.
Нью-Йорк;селище;Донецька обл.
Ступниця Перша;село;Дрогобицька обл.
Гоша;село;Дрогобицька обл.
Тулиголови;село;Дрогобицька обл.
Свинюша;село;Дрогобицька обл.
Биндюча;село;Дрогобицька обл.
Волиця-Комарова;село;Дрогобицька обл.
Житомир;місто;Житомирська обл.
Бердичів;місто;Житомирська обл.
Коростень;місто;Житомирська обл.
Новоград-Волинський;місто;Житомирська обл.
Андрушівка;місто;Житомирська обл.
Червоне;селище міського типу;Житомирська обл.
Антопіль;село;Житомирська обл.
Бровки Перші;село;Житомирська обл.
Ярешки;село;Житомирська обл.
Великі Мошківці;село;Житомирська обл.
Волиця;село;Житомирська обл.
Волосів;село;Житомирська обл.
Чубарівка;село;Житомирська обл.
Гальчин;село;Житомирська обл.
Глинівці;село;Житомирська обл.
Городківка;село;Житомирська обл.
Забара;село;Житомирська обл.
Котівка;село;Житомирська обл.
Зарубинці;село;Житомирська обл.
Лісівка;село;Житомирська обл.
Тарасівка;село;Житомирська обл.
Іванків;село;Житомирська обл.
Івниця;село;Житомирська обл.
Борок;село;Житомирська обл.
Новоівницьке;селище;Житомирська обл.
Камені;село;Житомирська обл.
Бровки Другі;село;Житомирська обл.
Жерделі;село;Житомирська обл.
Крилівка;село;Житомирська обл.
Лебединці;село;Житомирська обл.
Любимівка;село;Житомирська обл.
Малі Мошківці;село;Житомирська обл.
Мала П'ятигірка;село;Житомирська обл.
Міньківці;село;Житомирська обл.
Городище;село;Житомирська обл.
Мостове;село;Житомирська обл.
Нехворощ;село;Житомирська обл.
Нова Котельня;село;Житомирська обл.
Павелки;село;Житомирська обл.
Гарапівка;село;Житомирська обл.
Стара Котельня;село;Житомирська обл.
Старосілля;село;Житомирська обл.
Степок;село;Житомирська обл.
Корчмище;село;Житомирська обл.
Яроповичі;село;Житомирська обл.
Баранівка;місто;Житомирська обл.
Довбиш;селище міського типу;Житомирська обл.
Адамівка;село;Житомирська обл.
Лісова Поляна;село;Житомирська обл.
Любарська Гута;село;Житомирська обл.
Наталія;село;Житомирська обл.
Осичне;село;Житомирська обл.
Кам'яний Брід;селище міського типу;Житомирська обл.
Дібрівка;село;Житомирська обл.
Жовте;село;Житомирська обл.
Тартак;село;Житомирська обл.
Червонодвірка;село;Житомирська обл.
Мар'янівка;селище міського типу;Житомирська обл.
Дорогань;село;Житомирська обл.
Зятинець;село;Житомирська обл.
Ожгів;село;Житомирська обл.
Турова;село;Житомирська обл.
Першотравенськ;селище міського типу;Житомирська обл.
Полянка;селище міського типу;Житомирська обл.
Будисько;село;Житомирська обл.
Берестівка;село;Житомирська обл.
Зрубок;село;Житомирська обл.
Мирославль;село;Житомирська обл.
Ситисько;село;Житомирська обл.
Вірля;село;Житомирська обл.
Климентіївка;село;Житомирська обл.
Дубрівка;село;Житомирська обл.
Зірка;село;Житомирська обл.
Красуля;село;Житомирська обл.
П'ятирічка;село;Житомирська обл.
Жари;село;Житомирська обл.
Деревищина;село;Житомирська обл.
Зеремля;село;Житомирська обл.
Вишнівка;село;Житомирська обл.
Середня;село;Житомирська обл.
Йосипівка;село;Житомирська обл.
Табори;село;Житомирська обл.
Кашперівка;село;Житомирська обл.
Гриньки;село;Житомирська обл.
Озерянка;село;Житомирська обл.
Марківка;село;Житомирська обл.
Глибочок;село;Житомирська обл.
Стара Гута;село;Житомирська обл.
Мокре;село;Житомирська обл.
Вересня;село;Житомирська обл.
Забара;село;Житомирська обл.
Закриниччя;село;Житомирська обл.
Радулин;село;Житомирська обл.
Зелений Гай;село;Житомирська обл.
Рогачів;село;Житомирська обл.
Млини;село;Житомирська обл.
Острожок;село;Житомирська обл.
Рудня;село;Житомирська обл.
Смолдирів;село;Житомирська обл.
Іванівка;село;Житомирська обл.
Червонопрапорне;село;Житомирська обл.
Суємці;село;Житомирська обл.
Володимирівка;село;Житомирська обл.
Хижівка;село;Житомирська обл.
Стовпи;село;Житомирська обл.
Ялишів;село;Житомирська обл.
Лісове;село;Житомирська обл.
Явне;село;Житомирська обл.
Гришківці;селище міського типу;Житомирська обл.
Андріяшівка;село;Житомирська обл.
Буряки;село;Житомирська обл.
Бистрик;село;Житомирська обл.
Житинці;село;Житомирська обл.
Великі Низгірці;село;Житомирська обл.
Нова Олександрівка;село;Житомирська обл.
Велика П'ятигірка;село;Житомирська обл.
Любомирка;село;Житомирська обл.
Мирне;село;Житомирська обл.
Червона Зірка;село;Житомирська обл.
Гальчин;село;Житомирська обл.
Сьомаки;село;Житомирська обл.
Гардишівка;село;Житомирська обл.
Кустин;село;Житомирська обл.
Закутинці;село;Житомирська обл.
Малі Гадомці;село;Житомирська обл.
Сингаївка;село;Житомирська обл.
Іванківці;село;Житомирська обл.
Семенівка;село;Житомирська обл.
Красівка;село;Житомирська обл.
Дубівка;село;Житомирська обл.
Малосілка;село;Житомирська обл.
Берізки;селище;Житомирська обл.
Маркуші;село;Житомирська обл.
Обухівка;село;Житомирська обл.
Мирославка;село;Житомирська обл.
Демчин;село;Житомирська обл.
Никонівка;село;Житомирська обл.
Кукільня;село;Житомирська обл.
Озадівка;село;Житомирська обл.
Богданівка;село;Житомирська обл.
Костянтинівка;село;Житомирська обл.
Лісова Слобідка;село;Житомирська обл.
Осикове;село;Житомирська обл.
Агатівка;село;Житомирська обл.
Дубова;село;Житомирська обл.
Половецьке;село;Житомирська обл.
Хмельове;селище;Житомирська обл.
Радянське;село;Житомирська обл.
Бенедівка;село;Житомирська обл.
Райгородок;село;Житомирська обл.
Лемеші;село;Житомирська обл.
Мартинівка;село;Житомирська обл.
Райки;село;Житомирська обл.
Рея;село;Житомирська обл.
Гвіздава;село;Житомирська обл.
Садки;село;Житомирська обл.
Великі Гадомці;село;Житомирська обл.
Скаківка;село;Житомирська обл.
Журбинці;село;Житомирська обл.
Хмелище;село;Житомирська обл.
Скраглівка;село;Житомирська обл.
Підгородне;село;Житомирська обл.
Слободище;село;Житомирська обл.
Старий Солотвин;село;Житомирська обл.
Новий Солотвин;село;Житомирська обл.
Терехове;село;Житомирська обл.
Кикишівка;село;Житомирська обл.
Хажин;село;Житомирська обл.
Швайківка;село;Житомирська обл.
Катеринівка;село;Житомирська обл.
Брусилів;селище міського типу;Житомирська обл.
Водотиї;село;Житомирська обл.
Болячів;село;Житомирська обл.
Дивин;село;Житомирська обл.
Карабачин;село;Житомирська обл.
Містечко;село;Житомирська обл.
Ковганівка;село;Житомирська обл.
Лазарівка;село;Житомирська обл.
Старицьке;село;Житомирська обл.
Хом'янка;село;Житомирська обл.
Морозівка;село;Житомирська обл.
Малинівка;село;Житомирська обл.
Нові Озеряни;село;Житомирська обл.
Озера;село;Житомирська обл.
Биків;село;Житомирська обл.
Западня;село;Житомирська обл.
Мар'янівка;село;Житомирська обл.
Осівці;село;Житомирська обл.
Приворіття;село;Житомирська обл.
Покришів;село;Житомирська обл.
Романівка;село;Житомирська обл.
Пилипонка;село;Житомирська обл.
Скочище;село;Житомирська обл.
Скочище;селище;Житомирська обл.
Соболівка;село;Житомирська обл.
Долинівка;село;Житомирська обл.
Соловіївка;село;Житомирська обл.
Ставище;село;Житомирська обл.
Високе;село;Житомирська обл.
Йосипівка;село;Житомирська обл.
Костівці;село;Житомирська обл.
Хомутець;село;Житомирська обл.
Вільшка;село;Житомирська обл.
Краківщина;село;Житомирська обл.
Яструбенька;село;Житомирська обл.
Дібрівка;село;Житомирська обл.
Яструбна;село;Житомирська обл.
"Володарськ-
Волинський";селище міського типу;Житомирська обл.
П'ятирічка;село;Житомирська обл.
Рудня-Шляхова;село;Житомирська обл.
Іршанськ;селище міського типу;Житомирська обл.
Нова Борова;селище міського типу;Житомирська обл.
Березівка;село;Житомирська обл.
Полівська Гута;село;Житомирська обл.
Торчин;село;Житомирська обл.
Грушки;село;Житомирська обл.
Грабняк;село;Житомирська обл.
Давидівка;село;Житомирська обл.
Дашинка;село;Житомирська обл.
Курганці;село;Житомирська обл.
Писарівка;село;Житомирська обл.
Теренці;село;Житомирська обл.
Дворище;село;Житомирська обл.
Заздрівка;село;Житомирська обл.
Солодирі;село;Житомирська обл.
Добринь;село;Житомирська обл.
Губенкове;село;Житомирська обл.
Гута-Добринь;село;Житомирська обл.
Ємилівка;село;Житомирська обл.
Зубринка;село;Житомирська обл.
Вишняківка;село;Житомирська обл.
Ліски;село;Житомирська обл.
Михайлівка;село;Житомирська обл.
Ставки;село;Житомирська обл.
Човнова;село;Житомирська обл.
Краївщина;село;Житомирська обл.
Іванівка;село;Житомирська обл.
Омелівка;село;Житомирська обл.
Шадура;село;Житомирська обл.
Яблунівка;село;Житомирська обл.
Кропивня;село;Житомирська обл.
Гацьківка;село;Житомирська обл.
Луковець;село;Житомирська обл.
Рудня-Гацьківка;село;Житомирська обл.
Небіж;село;Житомирська обл.
Краснорічка;село;Житомирська обл.
Хичів;село;Житомирська обл.
Поромівка;село;Житомирська обл.
Калинівка;село;Житомирська обл.
Красногірка;село;Житомирська обл.
Радичі;село;Житомирська обл.
Будо-Рижани;село;Житомирська обл.
Гайки;село;Житомирська обл.
Закомірня;село;Житомирська обл.
Катеринівка;село;Житомирська обл.
Стебниця;село;Житомирська обл.
Рижани;село;Житомирська обл.
Волянщина;село;Житомирська обл.
Грабівка;село;Житомирська обл.
Данилівка;село;Житомирська обл.
Жовтнівка;село;Житомирська обл.
Знам'янка;село;Житомирська обл.
Кропивенка;село;Житомирська обл.
Невирівка;село;Житомирська обл.
Сколобів;село;Житомирська обл.
Суховоля;село;Житомирська обл.
Крук;село;Житомирська обл.
Мар'янівка;село;Житомирська обл.
Топорище;село;Житомирська обл.
Галинівка;село;Житомирська обл.
Комарівка;село;Житомирська обл.
Копанівка;село;Житомирська обл.
Копелянка;село;Житомирська обл.
Коритище;село;Житомирська обл.
Лизник;село;Житомирська обл.
Олішівка;село;Житомирська обл.
Червоногранітне;селище;Житомирська обл.
Фасова;село;Житомирська обл.
Ісаківка;село;Житомирська обл.
Кам'яний Брід;село;Житомирська обл.
Рудня-Фасова;село;Житомирська обл.
Томашівка;село;Житомирська обл.
Ягодинка;село;Житомирська обл.
Валки;село;Житомирська обл.
Старий Бобрик;село;Житомирська обл.
Турчинка;село;Житомирська обл.
Ягодинка Друга;село;Житомирська обл.
Романів;селище міського типу;Житомирська обл.
Биківка;селище міського типу;Житомирська обл.
Сарнівка;село;Житомирська обл.
Товща;село;Житомирська обл.
Миропіль;селище міського типу;Житомирська обл.
Дертка;село;Житомирська обл.
Булдичів;село;Житомирська обл.
